MODELO,DIM,RMSE,MAE,NMRSE,SMAPE
GRU,diária,0.17068183422088623,0.1251240074634552,0.1629696786403656,28.032081604003906
GRU,horária,0.06660880148410797,0.035999540239572525,0.05423381179571152,41.02219009399414
